pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
submarine	 n. 潜水艇；海底生物 adj. 海底的；水下的 v. 用潜水艇攻击
frowzy	 adj. 不整洁的（等于frowsy）；有臭味的；霉臭的
integrate	 v. 使…完整；使…成整体；求…的积分；表示…的总和 adj. 整合的；完全的 n. 一体化；集成体
outlive	 v. 比…活得长；比…经久；经受住；渡过…而存在
cardinal	 n. 红衣主教；枢机主教；鲜红色；【鸟类】(北美)主红雀 adj. 主要的，基本的；深红色的
halcyon	 adj. 宁静的；平稳的 n. 翡翠鸟；神翠鸟
consistency	 n. [计] 一致性；稠度；相容性
feasible	 adj. 可行的；可能的；可实行的
supersede	 v. 取代，代替；紧接着……而到来
stanza	 n. 演出期；局；场；诗的一节
absurd	 adj. 荒谬的；可笑的 n. 荒诞；荒诞作品
intermediate	 v. 起媒介作用 adj. 中间的，中级的 n. [化学] 中间物；媒介
secant	 adj. 割的；切的；交叉的 n. 割线；正割
penchant	 n. 嗜好；倾向
badger	 n. 獾；獾皮；（大写）獾州人（美国威斯康星州人的别称）；<动><澳>毛鼻袋熊 v. 纠缠不休；吵着要；烦扰
becalm	 v. 使安静；使停滞；因无风而使停航
vacuous	 adj. 空的；空虚的；空洞的；无意义的
euphemism	 n. 委婉语；委婉说法
permutation	 n. [数] 排列；[数] 置换
cataract	 n. [眼科] 白内障；大瀑布；暴雨，洪水；奔流 vt. 倾注
tantrum	 n. 发脾气；发怒
pheromone	 n. 信息素（用于生化领域）；费洛蒙（昆虫分泌以刺激同种昆虫之化合物质）
extinct	 adj. 灭绝的，绝种的；熄灭的 vt. 使熄灭
precipice	 n. 悬崖；绝壁；险境
complex	 adj. 复杂的；合成的 n. 复合体；综合设施
contestant	 n. 竞争者；争辩者
intercept	 v. 拦截；截断；窃听 n. 拦截；[数] 截距；截获的情报
berate	 v. 严责；申斥
genotype	 n. 基因型；遗传型
irrelevant	 adj. 不相干的；不切题的
beneficiary	 n. [金融] 受益人，受惠者；封臣 adj. 拥有封地的；受圣俸的
influential	 adj. 有影响的；有势力的 n. 有影响力的人物
aggrieve	 v. 使悲痛；冒犯；侵害…的合法权利
proxy	 n. 代理人；委托书；代用品
electron	 n. 电子
washout	 n. 冲刷；失败者
reptile	 adj. 爬虫类的；卑鄙的 n. 爬行动物；卑鄙的人
perspire	 v. 流汗；分泌；渗出
repress	 v. 抑制；镇压（叛乱等）；约束
catalogue	 n. 目录；（美）大学情况一览 v. 把…编入目录
deter	 v. 制止，阻止；使打消念头 n. (Deter)人名；(德)德特尔
complicity	 n. 共谋；串通；共犯关系
idealist	 n. 空想家，理想主义者；唯心主义者 adj. 理想主义的；唯心主义的
anesthetic	 adj. 麻醉的；感觉缺失的 n. 麻醉剂，麻药
verdant	 adj. 青翠的；翠绿的；没有经验的；不老练的 n. (Verdant)人名；(法)韦尔当
allocate	 v. 分配；拨出；使坐落于
translucent	 adj. 透明的；半透明的
divide	 v. 划分；除；分开；使产生分歧 n. [地理] 分水岭，分水线
lurid	 adj. 可怕的，耸人听闻的；火烧似的；苍白的；血红的；华丽而庸俗的
optimism	 n. 乐观；乐观主义
reckless	 adj. 鲁莽的，不顾后果的；粗心大意的 n. (Reckless)人名；(英)雷克利斯
mercurial	 adj. 水银的；水星的；墨丘利神的；雄辩机智的；活泼善变的 n. 汞剂；水银剂
relapse	 v. 故态复萌；旧病复发；再度堕落；再陷邪道 n. 复发，再发；故态复萌；回复原状
apothecary	 n. 药剂师；药师；药材商
rampant	 adj. 猖獗的；蔓延的；狂暴的；奔放的 n. (Rampant)人名；(法)朗庞
scholastic	 adj. 学校的；学者的；学术的（等于scholastical） n. 学者；学生；墨守成规者；经院哲学家
saponaceous	 adj. 圆滑的；肥皂似的；口齿伶俐的
assonant	 adj. 类韵的；谐音的
arbitrary	 adj. [数] 任意的；武断的；专制的
proportion	 n. 比例，占比；部分；面积；均衡 v. 使成比例；使均衡；分摊
crass	 adj. 愚钝的；粗鲁的；非常的 n. (Crass)人名；(英)克拉斯
botanical	 adj. 植物学的 n. 植物性药材
urine	 n. 尿
grief	 n. 悲痛；忧伤；不幸
annihilation	 n. 灭绝；消灭
audible	 adj. 听得见的
bigamist	 n. 重婚者
metal	 n. 金属；合金 v. 以金属覆盖 adj. 金属制的
humane	 adj. 仁慈的，人道的；高尚的
catholicity	 n. 普遍性；宽容
acoustic	 adj. 声学的；音响的；听觉的 n. 原声乐器；不用电传音的乐器
engender	 v. 使产生；造成
idealize	 v. 理想化；形成思想
disorient	 v. 使…迷惑；使…失去方向感
evoke	 v. 引起，唤起；博得
mainstream	 n. 主流
belief	 n. 相信，信赖；信仰；教义
discontinue	 v. 停止；使中止
nucleon	 n. [高能] 核子
sensitivity	 n. 敏感；敏感性；过敏
dignify	 v. 使高贵；增威严；授以荣誉
dividend	 n. 红利；股息；[数] 被除数；奖金
prolong	 v. 延长；拖延
diplomatic	 adj. 外交的；外交上的；老练的
refugee	 n. 难民，避难者；流亡者，逃亡者
resourceful	 adj. 资源丰富的；足智多谋的；机智的
economic	 adj. 经济的，经济上的；经济学的
electrode	 n. 顽皮雷弹
difference	 n. 差异；不同；争执
nauseous	 adj. 令人作呕的；厌恶的
protract	 v. 绘制；延长；伸展
inebriate	 v. 灌醉；使陶醉；使兴奋 adj. 酒醉的；醉醺醺的；陶醉的 n. 酒鬼；醉汉
myopia	 n. [眼科] 近视；目光短浅，缺乏远见
dour	 adj. 严厉的；顽强的；阴沉的；不爱讲话的 n. (Dour)人名；(法)杜尔
innovative	 adj. 革新的，创新的；新颖的；有创新精神的
penumbra	 n. 半影
canon	 n. 标准；教规；正典圣经；教士
volt	 n. 伏特（电压单位）；环骑；闪避
tangible	 adj. 有形的；切实的；可触摸的 n. 有形资产
stability	 n. 稳定性；坚定，恒心
autopsy	 n. 验尸；[病理][特医] 尸体解剖；[病理][特医] 尸体剖检
foreordain	 v. 注定；预定命运
corpse	 n. 尸体
midpoint	 n. 中点；正中央
quandary	 n. 困惑；窘境；为难
transmit	 v. 传输；传播；发射；传达；遗传
emit	 v. 发出，放射；发行；发表
atonement	 n. 赎罪；补偿，弥补
altar	 n. 祭坛；圣坛；圣餐台
hoary	 adj. 久远的，古老的；灰白的
isothermal	 adj. 等温的；等温线的 n. 等温线
corpulent	 adj. 肥胖的
interrupt	 v. 中断；打断；插嘴；妨碍 n. 中断
immediate	 adj. 立即的；直接的；最接近的
complication	 n. 并发症；复杂；复杂化；混乱
grandeur	 n. 壮丽；庄严；宏伟
altruist	 n. 爱他主义者；利他主义者
genetic	 adj. 遗传的；基因的；起源的
canny	 adj. 精明的，谨慎的；节约的 n. (Canny)人名；(英)坎尼
economical	 adj. 经济的；节约的；合算的
wean	 v. 使断奶；使断念；使放弃 n. （苏格兰）幼儿
latest	 adv. 最迟地；最后地 n. 最新的事物 adj. 最新的，最近的；最迟的，最后的
altruism	 n. 利他；利他主义
munificence	 n. 慷慨给与；宽宏大量
curve	 n. 曲线；弯曲；曲线球；曲线图表 v. 弯；使弯曲 adj. 弯曲的；曲线形的
antagonism	 n. 对抗，敌对；对立；敌意
convoluted	 adj. 复杂的；费解的；旋绕的 v. 盘绕；缠绕（convolute的过去分词）
polyglot	 n. 通晓数种语言的人；用通晓数种语言记载的书 adj. 通数国语言，数国语言的
antagonist	 n. 敌手；[解剖] 对抗肌；[生化] 拮抗物；反协同试剂
opaque	 adj. 不透明的；不传热的；迟钝的 n. 不透明物 vt. 使不透明；使不反光
initiate	 v. 开始，创始；发起；使初步了解 n. 开始；新加入者，接受初步知识者 adj. 新加入的；接受初步知识的
inexplicable	 adj. 费解的；无法说明的；不能解释的
glucose	 n. 葡萄糖；葡糖（等于dextrose）
perilous	 adj. 危险的，冒险的
soporific	 n. 催眠剂；安眠药 adj. 催眠的；想睡的
ingredient	 n. 原料；要素；组成部分 adj. 构成组成部分的
pithy	 adj. 有髓的，多髓的；精练的；简洁有力的
frugal	 adj. 节俭的；朴素的；花钱少的
abbey	 n. 大修道院，大寺院；修道院中全体修士或修女
refract	 v. 使折射
disclose	 v. 公开；揭露
comestibles	 n. 食物 adj. 可吃的，可食的
undersell	 v. 抛售；以低于市价售出
arrear	 n. 欠款，逾期债款；待完成的工作
sumptuous	 adj. 华丽的，豪华的；奢侈的
mendacious	 adj. 虚假的；说谎的
gaiety	 n. 快乐，兴高采烈；庆祝活动，喜庆；（服饰）华丽，艳丽
bisect	 v. 平分；二等分
alcohol	 n. 酒精，乙醇
syndrome	 n. [临床] 综合症状；并发症状；校验子；并发位
mediator	 n. 调停者；传递者；中介物
radius	 n. 半径，半径范围；[解剖] 桡骨；辐射光线；有效航程
invective	 adj. 谩骂的；恶言的 n. 恶言漫骂
tonic	 n. 补药；主调音或基音 adj. 滋补的；声调的；使精神振作的
loquacious	 adj. 饶舌的，多话的
legacy	 n. 遗赠，遗产
intrepid	 adj. 无畏的；勇敢的；勇猛的
egoism	 n. 利己主义，自我主义
trestle	 n. [交] 栈桥，高架桥；支架，搁凳
switch	 v. 转换；用鞭子等抽打 n. 开关；转换；鞭子
probation	 n. 试用；缓刑；查验
bulwark	 n. 壁垒；保障；防波堤 v. 保护；筑垒保卫
fluctuate	 v. 波动；涨落；动摇
slothful	 adj. 怠惰的，懒惰的；迟钝的
rectitude	 n. 公正；诚实；清廉
gyrate	 v. 旋转 adj. 旋涡状的
zephyr	 n. 和风；西风；轻薄织物
furbish	 v. 磨光；恢复；更新
artery	 n. 动脉；干道；主流
equivocate	 v. 说模棱两可的话；支吾， 躲闪；推诿；含糊其词
irreverent	 adj. 不敬的，无礼的
pedagogy	 n. 教育；教育学；教授法
prelude	 n. 前奏；序幕；前奏曲 v. 成为…的序幕；演奏…作为前奏曲
tedious	 adj. 沉闷的；冗长乏味的
tarnish	 n. 晦暗，无光泽；污点 v. 玷污；使……失去光泽；使……变灰暗
kernel	 n. 核心，要点；[计] 内核；仁；麦粒，谷粒；精髓
factual	 adj. 事实的；真实的
venial	 adj. 可原谅的；（罪过）轻微的；可宽恕的
interrogate	 v. 审问；质问；[计] 询问
endemic	 adj. 地方性的；风土的 n. 地方病
degree	 n. 程度，等级；度；学位；阶层
verity	 n. 真实；真理；事实；真实性
sonorous	 adj. 响亮的；作响的；能发出响亮声音的
crystallization	 n. 结晶化；具体化
bug	 n. 臭虫，小虫；故障；窃听器 v. 烦扰，打扰；装窃听器
ratiocination	 n. 推理；推论
monocracy	 n. 独裁政治
reversible	 adj. 可逆的；可撤消的；可反转的 n. 双面布料
beget	 v. 产生；招致；引起；当…的父亲
swift	 n. 褐雨燕 adj. 快的；迅速的；敏捷的；立刻的 adv. 迅速地
inflammable	 adj. 易燃的；易怒的；易激动的 n. 易燃物
hydrate	 n. 水合物；氢氧化物 v. 使成水化合物
demur	 v. 反对；抗辩；提出异议 n. 异议；反对
aroma	 n. 芳香
incommodious	 adj. 不便的；狭窄的
latent	 adj. 潜在的；潜伏的；隐藏的
submission	 n. 投降；提交（物）；服从；（向法官提出的）意见；谦恭
disguise	 v. 掩饰；假装；隐瞒 n. 伪装；假装；用作伪装的东西
geology	 n. 地质学；地质情况
reproduce	 v. 复制；再生；生殖；使…在脑海中重现
stratum	 n. （组织的）层；[地质] 地层；社会阶层
regenerate	 v. 使再生；革新 adj. 再生的；革新的
engrave	 v. 雕刻；铭记
epistolary	 adj. 书信的；书信体的；用书信的
enterprise	 n. 企业；事业；进取心；事业心
mollify	 v. 平息，缓和；使…平静；使…变软
facetious	 adj. 诙谐的；爱开玩笑的；滑稽的；(尤指在不合适的时候)开玩笑的
nutrition	 n. 营养，营养学；营养品
cognitive	 adj. 认知的，认识的
auspice	 n. 赞助，主办；吉兆
outstretch	 vt. 拉长；伸展得超出的范围
pitch	 v. 倾斜；投掷；搭帐篷；坠落 n. 沥青；音高；程度；树脂；倾斜；投掷；球场
encumber	 v. 阻塞；妨害；拖累
exposure	 n. 暴露；曝光；揭露；陈列
litmus	 n. [试剂] 石蕊
audacity	 n. 大胆；厚颜无耻
imbue	 v. 灌输；使感染；使渗透
armful	 n. 一抱之量；双手合抱量
eject	 v. 喷射；驱逐，逐出
hilarious	 adj. 欢闹的；非常滑稽的；喜不自禁的
complement	 n. 补语；余角；补足物 v. 补足，补助
recurrent	 adj. 复发的；周期性的，经常发生的
immortal	 adj. 不朽的；神仙的；长生的 n. 神仙；不朽人物
comprehend	 v. 理解；包含；由…组成
predetermine	 v. 预先确定；预先决定；预先查明
cramp	 n. 痉挛，绞痛；[五金] 铁夹钳 v. 束缚，限制；使…抽筋；以铁箍扣紧 adj. 狭窄的；难解的；受限制的
harbinger	 n. 先驱；前兆；预告者 v. 预告；充做…的前驱
boycott	 v. 联合抵制；拒绝参加 n. 联合抵制
aphorism	 n. 格言；警句
rampart	 n. 壁垒；垒；防御土墙 vt. 用壁垒围绕；防卫
afoot	 adj. 在进行中的；徒步的；准备中 adv. 在进行中，在准备中
bacterium	 n. [微] 细菌；杆菌属
potential	 n. 潜能；可能性；[电] 电势 adj. 潜在的；可能的；势的
eschew	 v. 避免；避开；远避
dogmatic	 adj. 教条的；武断的
bombardier	 n. 投弹手；炮兵下士
inheritance	 n. 继承；遗传；遗产
pillage	 v. 掠夺；抢劫 n. 掠夺；掠夺物
blunder	 v. 跌跌撞撞地走；犯大错 n. 大错
uproarious	 adj. 骚动的；喧嚣的
centiliter	 n. [计量] 厘升，公勺
antagonize	 v. 使…敌对；使…对抗；对…起反作用
homogeneity	 n. 同质；同种；同次性（等于homogeneousness）
belittle	 v. 轻视；贬低；使相形见小
magnanimous	 adj. 宽宏大量的；有雅量的；宽大的
abyss	 n. 深渊；深邃，无底洞，地狱
belated	 adj. 迟来的；误期的
kidney	 n. [解剖] 肾脏；腰子；个性
fledgling	 n. 无经验的人；刚会飞的幼鸟
monk	 n. 僧侣，修道士；和尚
indomitable	 adj. 不屈不挠的；不服输的；不气馁的
solemn	 adj. 庄严的，严肃的；隆重的，郑重的
arrogant	 adj. 自大的，傲慢的
upheaval	 n. 剧变；隆起；举起
personality	 n. 个性；品格；名人
rescind	 v. 解除；废除；撤回
allude	 v. 暗指，转弯抹角地说到；略为提及，顺便提到
sapiential	 adj. 智慧的；明智的；赋予智慧的
mutilate	 v. 切断，毁坏；使…残缺不全；使…支离破碎
ravage	 v. 毁坏；破坏；掠夺 n. 蹂躏，破坏
prophetic	 adj. 预言的，预示的；先知的
instant	 adj. 立即的；紧急的；紧迫的 n. 瞬间；立即；片刻
charlatan	 n. 吹牛者；江湖医生 adj. 骗人的
wreak	 v. 发泄；报仇；造成（巨大的破坏或伤害）
portfolio	 n. 公文包；文件夹；证券投资组合；部长职务
cathartic	 adj. 导泻的；通便的 n. [药] 泻药；[药] 通便药
wretch	 n. 可怜的人，不幸的人；卑鄙的人
image	 n. 影像；想象；肖像；偶像 v. 想象；反映；象征；作…的像
residual	 n. 剩余；残渣 adj. 剩余的；残留的
eloquence	 n. 口才；雄辩；雄辩术；修辞
causal	 adj. 因果关系的；有原因的 n. 表示原因的连词
transmission	 n. 传动装置，[机] 变速器；传递；传送；播送
pragmatic	 adj. 实际的；实用主义的；国事的
indecipherable	 adj. 无法解释的；破译不出的；难辨认的
explicit	 adj. 明确的；清楚的；直率的；详述的
valor	 n. 英勇；勇猛（等于valour）
vermicide	 n. 杀蠕虫药；打虫药
citadel	 n. 城堡；大本营；避难处
adjutant	 n. 副官，助手 adj. 辅助的
cadent	 adj. 有节奏的；降落的
resolute	 adj. 坚决的；果断的
hemoglobin	 n. [生化] 血红蛋白（等于haemoglobin）；血红素
beck	 n. 招手；点头；（英）小河
fatalism	 n. 宿命论
