pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
excursion	 n. 偏移；远足；短程旅行；离题；游览，游览团
barometer	 n. [气象] 气压计；晴雨表；显示变化的事物
upscale	 adj. 迎合高层次消费者的；质优价高的 vt. 升高一级
marry	 v. 嫁；娶；与……结婚 n. (Marry)人名；(阿拉伯)马雷；(法)马里
demonstrate	 v. 证明；展示；论证
index	 n. 指标；指数；索引；指针 v. 做索引
dispute	 v. 辩论；怀疑；阻止；抗拒 n. 辩论；争吵
billion	 n. 十亿；大量 num. 十亿 adj. 十亿的
indulgence	 n. 嗜好；放纵；纵容；沉溺
spreadsheet	 n. 电子制表软件；电子数据表；试算表
compensatory	 adj. 补偿的，赔偿的
willing	 adj. 乐意的；自愿的；心甘情愿的 v. 决心；用意志力驱使；将（财产等）遗赠某人（will的现在分词） n. (Willing)人名；(德、芬、瑞典)维林；(英)威林
worthy	 adj. 值得的；有价值的；配得上的，相称的；可尊敬的；应…的 n. 杰出人物；知名人士
inform	 v. 通知；告诉；报告
emigrate	 v. 移居；移居外国
canvass	 v. 细究；彻底检查；向…拉票或拉生意 n. 讨论；细查；劝诱
branding	 n. 品牌化，品牌术 v. 在…上加商标；使显得独一无二（brand的现在分词）
stainless	 adj. 不锈的；纯洁的，未被玷污的；无瑕疵的
frill	 n. 装饰；褶边 vt. 折成皱边 vi. 起边皱
foreign	 adj. 外国的；外交的；异质的；不相关的
empirical	 adj. 经验主义的，完全根据经验的；实证的
specialize	 v. 专门从事；详细说明；特化
result	 n. 结果；成绩；答案；比赛结果 v. 结果；导致；产生
model	 n. 模型；典型；模范；模特儿；样式 v. 模拟；塑造；模仿 adj. 模范的；作模型用的
ambulance	 n. [车辆][医] 救护车；战时流动医院
opposite	 adj. 相反的；对面的；对立的 n. 对立面；反义词 prep. 在…的对面 adv. 在对面
sum	 n. 金额；总数 v. 概括
haircut	 n. 理发；发型
paragon	 n. 模范；完美之物；优秀之人 adj. 完美的
exotic	 adj. 异国的；外来的；异国情调的
insolvent	 n. 破产者；无力偿还者 adj. 破产的；无力偿还的
gazump	 v. 抬高原本约定的价格；向…索要高价 n. 敲诈；欺诈
owe	 v. 欠；感激；应给予；应该把……归功于 n. (Owe)人名；(瑞典、挪)奥弗
dumb	 adj. 哑的，无说话能力的；不说话的，无声音的
abundant	 adj. 丰富的；充裕的；盛产
indemnity	 n. 补偿，赔偿；保障；赔偿物
shopkeeper	 n. 店主，老板
geography	 n. 地理；地形
complete	 adj. 完整的；完全的；彻底的 v. 完成
allocation	 n. 分配，配置；安置
ballooning	 n. 充气，鼓胀；气球操纵
definite	 adj. 一定的；确切的
supply	 n. 供给，补给；供应品 v. 供给，提供；补充
feed	 v. 喂养；供给；放牧；抚养（家庭等）；靠…为生 n. 饲料；饲养；（动物或婴儿的）一餐
remunerative	 adj. 有利可图的；有报酬的；合算的
bride	 n. 新娘；姑娘，女朋友
outstanding	 adj. 杰出的；显著的；未解决的；未偿付的 n. 未偿贷款
disposition	 n. 处置；[心理] 性情；[军] 部署；倾向
stagnant	 adj. 停滞的；不景气的；污浊的；迟钝的
confidential	 adj. 机密的；表示信任的；获信任的
crucial	 adj. 重要的；决定性的；定局的；决断的
dull	 adj. 钝的；迟钝的；无趣的；呆滞的；阴暗的 v. 使迟钝；使阴暗；缓和 n. (Dull)人名；(罗、匈)杜尔；(柬)杜；(英)达尔
negotiate	 v. 谈判，商议；转让；越过
stagflation	 n. [经] 滞胀，不景气状况下之物价上涨
uneconomical	 adj. 不经济的；浪费的；不节俭的
recovery	 n. 恢复，复原；痊愈；重获
variety	 n. 多样；种类；杂耍；变化，多样化
Rep	 n. 棱纹平布；雷普（物体伦琴当量） abbr. 代表（representative）；名声（reputation）
CIF	 abbr. 到岸价（Cost Insurance and Freight）
notebook	 n. 笔记本，笔记簿；手册
distort	 v. 扭曲；使失真；曲解
listing	 n. 列表，清单 v. 列表（list的现在分词）
service	 n. 服务，服侍；服役；仪式 adj. 服务性的；耐用的；服现役的 v. 维修，检修；保养
circuit	 n. [电子] 电路，回路；巡回；一圈；环道 v. 环行
unparalleled	 adj. 无比的；无双的；空前未有的
subliminal	 adj. [生理] 阈下的；潜在意识的；微小得难以察觉的 n. 潜意识；阈下意识
dissuade	 v. 劝阻，劝止
claim	 v. 提出要求 n. 要求；声称；索赔；断言；值得
harvest	 n. 收获；产量；结果 v. 收割；得到
disintegration	 n. 瓦解，崩溃；分解
tight	 adj. 紧的；密封的；绷紧的；麻烦的；严厉的；没空的；吝啬的 adv. 紧紧地；彻底地 n. (Tight)人名；(英)泰特
tension	 n. 张力，拉力；紧张，不安；电压 vt. 使紧张；使拉紧
blind	 adj. 盲目的；瞎的 adv. 盲目地；看不见地 n. 掩饰，借口；百叶窗 v. 使失明；使失去理智
brief	 adj. 简短的，简洁的；短暂的，草率的 n. 摘要，简报；概要，诉书 v. 简报，摘要；作…的提要
ledger	 n. 总帐，分户总帐；[会计] 分类帐；帐簿；底帐；（手脚架上的）横木
wastage	 n. 损耗；消瘦；衰老
quarterly	 adj. 季度的，按季度的；一年四次的 adv. 按季度，[农] 一季一次地；纵横四分地 n. 季刊
waste	 n. 浪费；废物；荒地；损耗；地面风化物 v. 浪费；消耗；使荒芜 adj. 废弃的；多余的；荒芜的
showpiece	 n. 展出品，展示品
accept	 v. 接受；承认；承担；承兑；容纳
dossier	 n. 档案，卷宗；病历表册
prototype	 n. 原型；标准，模范
merchandising	 n. 推销；销售规划 v. 推销；经营（merchandise的ing形式）
simultaneously	 adv. 同时地
cover	 v. 包括；采访，报导；涉及 n. 封面，封皮；盖子；掩蔽物;幌子，借口
typewriter	 n. 打字机
file	 n. 文件；档案；文件夹；锉刀 v. 提出；锉；琢磨；把…归档
criminal	 n. 罪犯 adj. 刑事的；犯罪的；罪恶的
false	 adj. 错误的；虚伪的；伪造的 adv. 欺诈地
affiliation	 n. 友好关系；加入；联盟；从属关系
choose	 v. 选择，决定
opt	 v. 选择
respondent	 adj. 回答的；应答的 n. [法] 被告；应答者
information	 n. 信息，资料；知识；情报；通知
enclosure	 n. 附件；围墙；围场
attosecond	 n. 阿托秒
fascinating	 adj. 迷人的；吸引人的；使人神魂颠倒的 v. 使…着迷；使…陶醉（fascinate的ing形式）
compare	 n. 比较 v. 比拟，喻为；[语]构成
mortgage	 v. 抵押 n. 抵押
guilty	 adj. 有罪的；内疚的
minister	 n. 部长；大臣；牧师 v. 执行牧师职务；辅助或伺候某人
table	 n. 桌子；表格；平地层 v. 制表；搁置；嵌合 adj. 桌子的
director	 n. 主任，主管；导演；人事助理
create	 v. 创造，创作；造成
underuse	 vt. 未充分利用；使用不当
hunger	 n. 饿，饥饿；渴望 v. 渴望；挨饿
manning	 n. 人员配备 v. 为…配备人手（man的ing形式）
consumable	 n. 消费品；消耗品 adj. 可消耗的；可消费的
tax	 v. 向…课税；使负重担 n. 税金；重负
benevolence	 n. 仁慈；善行
container	 n. 集装箱；容器
experimentation	 n. 实验；试验；实验法；实验过程
shrink	 n. 收缩；畏缩；<俚>精神病学家 v. 使缩小，使收缩
position	 n. 位置，方位；职位，工作；姿态；站位 v. 安置；把……放在适当位置
correspond	 v. 符合，一致；相应；通信
ground	 n. 地面；土地；范围；战场;根据 v. 使接触地面；打基础；使搁浅 adj. 土地的；地面上的；磨碎的；磨过的
backhander	 n. 逆打；反手一击；追加的一杯酒；（英）回扣
rarely	 adv. 很少地；难得；罕有地
dedicate	 v. 致力；献身；题献
cargo	 n. 货物，船货
wane	 v. 衰落；变小；亏缺；退潮；消逝 n. 衰退；月亏；衰退期；缺损
effective	 adj. 有效的，起作用的；实际的，实在的；给人深刻印象
dual	 adj. 双的；双重的 n. 双数；双数词
accurate	 adj. 精确的
disposal	 n. 处理；支配；清理；安排
judge	 v. 判断；审判 n. 法官；裁判员
compile	 v. 编译；编制；编辑；[图情] 汇编
union	 n. 联盟，协会；工会；联合
length	 n. 长度，长；时间的长短；（语）音长
rent	 n. 租金 v. 出租；租用；租借
steadily	 adv. 稳定地；稳固地；有规则地
autarchy	 n. 专制，独裁；专制国家
edge	 n. 边缘；优势；刀刃；锋利 v. 使锐利；将…开刃；给…加上边
desert	 v. 遗弃；放弃；逃跑 n. 沙漠；荒原；应得的赏罚 adj. 沙漠的；荒凉的；不毛的
responsible	 adj. 负责的，可靠的；有责任的
heaven	 n. 天堂；天空；极乐
stub	 n. 存根；烟蒂；树桩；断株 v. 踩熄；连根拔除
establish	 v. 建立；创办；安置
caption	 n. 标题；字幕；说明；逮捕 v. 加上说明；加上标题
astonish	 v. 使惊讶
access	 v. 使用；存取；接近 n. 进入；使用权；通路
secretary	 n. 秘书；书记；部长；大臣
ungeared	 adj. 无齿轮啮合的
article	 n. 文章；物品；条款；[语] 冠词 v. 订约将…收为学徒或见习生；使…受协议条款的约束
industrial	 adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的 n. 工业股票；工业工人
directory	 n. [计] 目录；工商名录；姓名地址录 adj. 指导的；咨询的
brand	 v. 铭刻于，铭记；打烙印于；印…商标于 n. 商标，牌子；烙印
distract	 v. 转移；分心
appendix	 n. 附录；阑尾；附加物
advertiser	 n. 广告客户；刊登广告的人
steam	 v. 蒸，散发；用蒸汽处理 n. 蒸汽；精力 adj. 蒸汽的
dictaphone	 n. 录音机；口授留声机；录音电话机
sector	 n. 部门；扇形，扇区；象限仪；函数尺 vt. 把…分成扇形
recognise	 v. 认出；承认，认可；识别
lump	 n. 块，块状；肿块；瘤；很多；笨人 v. 混在一起；使成块状；忍耐；笨重地移动 adj. 成团的；总共的 adv. 很；非常
anthropology	 n. 人类学
grant	 v. 授予；允许；承认 n. 拨款；[法] 授予物
renew	 v. 使更新；续借；续费；复兴；重申
extraterritoriality	 n. 治外法权（等于exterritoriality）
immaculate	 adj. 完美的；洁净的；无瑕疵的
bold	 adj. 大胆的，英勇的；黑体的；厚颜无耻的；险峻的 n. (Bold)人名；(英、德、罗、捷、瑞典)博尔德
complimentary	 adj. 赠送的；称赞的；问候的
compromise	 v. 妥协；危害 n. 妥协，和解；折衷
encryption	 n. 加密；加密术
enquire	 v. 询问；调查；问候（等于inquire）
complicate	 v. 使复杂化；使恶化；使卷入
liquidator	 n. 清算人；公司资产清理人
rationalization	 n. 合理化
accuse	 v. 控告，指控；谴责；归咎于
murder	 v. 谋杀，凶杀 n. 谋杀，凶杀
succeed	 v. 成功；继承；继任；兴旺
wire	 n. 电线；金属丝；电报 v. 拍电报；给…装电线
letter	 n. 信；字母，文字；证书；文学，学问；字面意义 v. 写字母于
dialect	 n. 方言，土话；同源语；行话；个人用语特征 adj. 方言的
global	 adj. 全球的；总体的；球形的
discover	 v. 发现；发觉
class	 n. 阶级；班级；种类；班；等级 v. 分类；把…分等级；把…归入某等级，把…看作（或分类、归类）；把…编入某一班级 adj. 极好的；很好的，优秀的，出色的
property	 n. 性质，性能；财产；所有权
embed	 v. 栽种；使嵌入，使插入；使深留脑中
throughput	 n. 生产量，生产能力
landmark	 n. [航]陆标；地标；界标；里程碑；纪念碑；地界标；划时代的事 adj. 有重大意义或影响的
programme	 n. 计划，规划；节目；程序 v. 编程序；制作节目
environment	 n. 环境，外界
clerk	 n. 职员，办事员；店员；书记；记账员；<古>牧师，教士 v. 当销售员，当店员；当职员
promote	 v. 促进；提升；推销；发扬
manufacturer	 n. 制造商；[经] 厂商
bomb	 v. 轰炸，投弹于 n. 炸弹
remuneration	 n. 报酬；酬劳，赔偿
conditional	 adj. 有条件的；假定的 n. 条件句；条件语
trudge	 v. 跋涉；步履艰难地走 n. 长途跋涉；沉重的步伐
palace	 n. 宫殿；宅邸；豪华住宅
clash	 n. 冲突，不协调；碰撞声，铿锵声 v. 冲突，抵触；砰地相碰撞，发出铿锵声
management	 n. 管理；管理人员；管理部门；操纵；经营手段
nowadays	 adv. 现今；时下 n. 当今
efficient	 adj. 有效率的；有能力的；生效的
expropriation	 n. 征收，征用；没收
stapler	 n. [轻] 订书机；主要商品批发商；把羊毛分级的人
allow	 v. 允许；给予；认可
behaviour	 n. 行为；习性；运行状况（=behavior）
harbour	 v. 藏匿；入港停泊；庇护 n. 海港（等于harbor）；避难所
dismantle	 v. 拆除；取消；解散；除掉…的覆盖物
outweigh	 v. 比…重（在重量上）；比…重要；比…有价值
endeavour	 n. 尽力，竭力 v. 竭力做到，试图或力图（做某事）
recent	 adj. 最近的；近代的
bond	 n. 债券；结合；约定；粘合剂；纽带 v. 结合，团结在一起
graph	 n. 图表；曲线图 v. 用曲线图表示
advancement	 n. 前进，进步；提升
regulatory	 adj. 管理的；控制的；调整的
fix	 v. 使固定；修理；安装；准备 n. 困境；方位；贿赂
notify	 v. 通告，通知；公布
rule	 v. 统治；管辖；裁定 n. 统治；规则
mean	 adj. 平均的；卑鄙的；低劣的；吝啬的 v. 意味；想要；意欲 n. 平均值
deduction	 n. 扣除，减除；推论；减除额
licensee	 n. 持牌人；执照持有者；获许可的人；领到执照的人
widget	 n. 装饰物；小机械；小部件；未定名的主要新产品
fine	 adj. 好的；优良的；细小的，精美的；健康的；晴朗的 n. 罚款 v. 罚款；澄清 adv. 很好地；精巧地
brake	 v. 刹车 n. 闸，刹车；阻碍
marine	 adj. 船舶的；海生的；海产的；航海的，海运的 n. 海运业；舰队；水兵；（海军）士兵或军官
photographic	 adj. 摄影的；逼真的；（尤指记忆）详细准确的
profit	 n. 利润；利益 v. 获利；有益
mistake	 n. 错误；误会；过失 v. 弄错；误解
retrench	 v. 删除；减少；紧缩开支
trounce	 v. 痛打；严责；打败
